V160001,dislikeReps,demhatesreps,rephatesdems
407308,"use religious ideals to base their politics, not open minds",1,0
407311,,1,0
407314,too self serving,1,0
407317,against LGBTQ,1,0
407324,Opinions on social issues,1,0
407327,,1,0
407328,,1,0
407333,,1,0
407336,dosent reconize poor or middle class,1,0
407352,Stalling vote on Supreme Court justice,1,0
407357,,1,0
407364,donald trump,1,0
407365,,1,0
407368,Everything,1,0
407377,Most Ideas forget about the urban areas and minorities,1,0
407382,Gun policies/ homophobes / global warming deniers,1,0
407385,they just don't get it,1,0
407387,"They're a bunch of obstructionists, unwilling to compromise.",1,0
407388,"Unwillingness to compromise, mixture of c&s, overzealous",1,0
407395,views on social issues,1,0
407405,Their pansies,1,0
407423,,1,0
407426,Social and economic stances.,1,0
407446,They like to make the rich richer and keep the poor poor.,1,0
407455,"No compassion for middle, lower classes",1,0
407458,,1,0
407476,,1,0
407482,They nominated Donald Trump for President,1,0
407484,,1,0
407485,wrong,1,0
407510,,1,0
407519,,1,0
407536,,1,0
407537,"everything they represent. evil,corruption, hate,greed...etc",1,0
407541,,1,0
407542,I think that the GOP helps corporations as their 1st priorit,1,0
407546,not for middle class,1,0
407547,Less direct help for low income people,1,0
407548,I DONT LIKE TRUMP,1,0
407559,always supports the higher income people,1,0
407563,,1,0
407573,cold cocking Barak,1,0
407578,ITS POSITION ON MOST ISSUES,1,0
407582,religious affiliation,1,0
407589,all about the rich staying rich,1,0
407591,,1,0
407593,"THEIR SELECTION OF TRUMP, THEIR LACK OF COMPASSION FOR OTHER",1,0
407605,,1,0
407611,Trump,1,0
407620,sexism,1,0
407621,treatment of environment,1,0
407626,Everything in general,1,0
407639,"Climate change denial, racism, against women's and glbt righ",1,0
407654,,1,0
407658,,1,0
407667,"too pro-rich, not for 'average' people",1,0
407670,indifference and even disdain for people in need,1,0
407672,their Alt-Right views,1,0
407678,,1,0
407685,"because we have Obama as President, the republicans have doo",1,0
407698,religious,1,0
407703,,1,0
407705,,1,0
407708,"The Tea Party, the radical right element.",1,0
407726,Want to end the ACA,1,0
407741,,1,0
407744,Big business,1,0
407748,,1,0
407758,"narrow-mindedness, bigotry, not open to input",1,0
407763,,1,0
407766,,1,0
407779,Xenophic attitude. Economic platform favors wealthy,1,0
407787,,1,0
407789,Two party system should go away.,1,0
407791,,1,0
407799,"They are out to keep the rich, richer.",1,0
300001,,0,1
300002,,0,1
300003,,0,0
300004,lack of unity//,0,1
300007,they have not been active enough in acting on all of the things they said they would do in the last midterm election when they got both house and senate//,0,1
300018,,0,1
300020,,0,0
300021,,0,1
300026,less likely to look favorably toward  social injustces//,0,1
300030,"Too many rich republicans that dont care about the average guy, the middle class//",0,0
300038,budget cuts,0,0
300040,They're unwillingness to moderate so they can work with the democrates cause there's a real problem going on there/,0,1
300042,Their candidate for president,0,1
300045,,0,1
300046,,0,1
300047,The nominee.//,0,0
300049,,0,1
300050,they make promises they dont keep and they do what they can to get the vote to keep their jobs to stay in their playhouse//,0,1
300051,,0,0
300053,,0,0
300056,,0,0
300059,the person they choose for their canididate,0,0
300062,Too conservative,0,0
300064,"almost feel like it is a bunch of democats that they have putting the name behind them, everything that obama has wanted to do they have allowed",0,1
300070,,0,1
300072,push over for the president and and give democratic party what ever they want//,0,1
300073,,0,1
300092,,0,1
300093,,0,0
300098,not as strong as they use to be younger blood//,0,1
300099,,0,1
300103,,0,1
300106,they drag religon into gov way too much,0,1
300109,,0,0
300111,Their lack of representation and ability to stand on a platform. Their indecisiveness.// and the fact that their campaigns seem to only want to degrade the opponent.,0,1
300116,//,0,0
300123,they won't listen to the other party//,0,1
300124,Establishment. Pettiness.,0,1
300135,Women's right.  I don't think the government should interfer with that situation at all.//,0,0
300136,,0,0
300142,keep fighting with the democratic party//,0,1
300146,,0,0
300148,,0,1
300153,,0,1
300154,,0,0
300161,,0,0
300171,,0,0
300172,,0,1
300176,,0,0
300179,DONT LIKE HOW THEY PICK THERE CANIDENTS,0,1
300180,"doesnt like the way the politic parties damage each other, dont work together",0,0
300181,they fight too much they are rediculous but it takes two to fight and sometimes you have to fight but theydo it for fun//,0,0
300187,"a detatchment from the concerns of ordinary people// i would say again, the word that I think of is globalist outlook; which tends to project american military when we shouldn't ; globalist; imperialist; militarist;..",0,1
300188,,0,0
300195,"Their more concernded with politics than doing whats right or wrong, no unity//",0,1
300196,they have ignored the average person a little too much ove rthe years they have let thier base get out of hand and democrats have appealed to the younger people,0,1
300200,,0,0
300207,i don't like the fact that are politicians are corrupt//,0,1
300209,,0,0
300210,,0,1
300212,,0,0
300217,,0,1
300227,,0,0
300230,best of two evil,0,1
300232,I just don't like them//they're all for the rich//,0,0
300235,Their humanitarin stance,0,0
300238,,0,0
300240,,0,1
300242,FEEL LIKE WOMEN SHOULD HAVE THE RIGHT TO CHOOSE,0,1
300244,I think some are way too conservative and they are rigid in their dogma.//,0,1
300245,,0,0
300248,"I ALWAYS FELT MORE OR LESS ABOUT THE RICH PEOPLE, WALL STREET, NO FOR THE LITTLE PEOPLE//",0,0
300250,,0,1
300252,,0,0
300255,They go against certain things I don't believe in.//,0,1
300256,both parties are corrupt should be taking into consideration what the people want not who is paying for them,0,0
300259,,0,1
300261,Their abortion views. //,0,1
300264,Dont feel like they get the job done anymore//,0,0
300267,not sure off the top of head.,0,1
300269,sometimes they can be extremly conservative.\\,0,0
300273,THERE'S NOT ONE SHINING OR STANDUP GUY WO IS THE LEADER OF THE NATION//,0,1
300276,THEY ARE LITTLE MORE TRADITIONAL AND CONSERVATIVE.//,0,0
300278,"I don't think they are supporting Donald TRump the way they should. And I don't think,  It seems like they are breaking up as a party themselves. They are not united.//",0,1
300279,,0,0
300282,"they will vote against anything that the Democratics want, they will vote aginst becasue it is not a republician bill\\",0,0
300284,don't like them not agreeing,0,1
300297,"Supporting the gun law, I don't like that//they are not strong in equal opportunity and diversity//Sometimes I feel like they haven't evolved with social justice in certain parts of the country",0,0
300303,,0,1
300304,,0,1
300307,I think it is time for a change,0,1
300313,I do not like that Ryan and others are not supporting their nominee.  I think there is too much establishment going on in Washington among the Republican party.//,0,0
300322,,0,0
300327,,0,0
300336,,0,0
300342,,0,1
300345,they are establishment and I'm not crazy about thier stance on abortion//,0,1
300352,the health care ideas\\,0,0
300361,The fact that it is a party in general/,0,1
300363,the leadership//,0,1
300364,a party of the wealthy//,0,0
300375,,0,0
300377,,0,0
300383,"i dont like the way they do politics and every one has there hands in our pockets, normally wont vote for mandatory health care",0,1
300386,I was a little concerned with the way they endorsed their presidential candidate. It showed a little something like weakness maybe. //,0,0
300387,THEIR LACK OF LEADERSHIP\\TOO WILLING TO COMPROMISE ON IMPORTANT ISSUES,0,1
300393,They're not standing together very well or supporting each other.//,0,1
300400,sometimes their conservatives values are too conservatives and get in the way stanch conservatives push people away//,0,1
300402,,0,1
300403,,0,0
300408,not concistent on constiutional issues/,0,0
300423,they dont like immigrants//,0,0
300424,sometimes I feel that they overlook poorer people//,0,0
300434,,0,0
300437,"they seem to be the epitimy of big ideas, seem to favor the weathly, foreign affairs has not worked well all of the time, kinds of a catch 22\\",0,0
300448,,0,0
300453,I think they stick together//,0,1
300454,,0,0
300458,"people suffer// I dont know how to explaine it// they are more into going to war, like Obama you see...",0,0
300465,,0,1
300467,Sometimes I feel like there's the good ole boys club and the same people get elected and the new ones are not elected and you don't see as much of the country as I might like/,0,1
300473,,0,1
300475,"Stances on religion, stances on abortions, stances on marijuana",0,1
300477,get into social issue too much/,0,1
300488,the way they handle their stuff like laws and such//,0,0
300493,,0,0
300497,,0,1
300500,not banning together,0,0
300501,they don't stand up for what the people want enough//,0,1
300503,The current politicians are all so can also say something and do something else. That's what you call 'the establishment.'//That's it.,0,1
300504,,0,0
300517,Too disjointed don't follow its core values as to what I feel they are trying to sell//,0,1
300518,The lack of integrity to stand for their beliefs and stances they took before their election.  \\ Their support of Israel.,0,1
300522,their kind of losdt torn in 2 different directions the folks that done wsant to stand up for the beliefs of the republivan party don't like the fact that the party iskind of split//,0,1
300526,"I have a fear they might not be telling their true motive, I worry a little bit about that.//",0,1
300534,donald trump being picked as our nominee,0,0
300540,THEY ARE WORKING THE RICH//,0,0
300541,,0,0
300543,distrust//,0,1
300546,thier inability to negotiate with anybody//their inability to develop more moderate canidates for election//their emphasis on getting canidate re-elected that continue the broken congression process//,0,1
300547,,0,0
300549,,0,0
300552,,0,1
300555,,0,1
300561,trump//favors big business,0,1
300565,,0,1
300566,,0,0
300569,"I dont like how they dont unify easily between the conservative the different froups of people and the politicians in general, dont want to give any specifics//",0,1
300571,"At this point in history, the fact that we are not working as a unit.  Too much internal bickering.//",0,1
300572,I would like them to be more traditional//,0,1
300574,"their not honest. they used to be for a person that had feelings for this country. now it is deterrioring. Their not representing the group of people they started to represent, business people. They have lost their way.\\",0,0
300575,qualifications//,0,0
300578,,0,0
300581,It's individual. NO. I'm just going to say N/A to that.,0,0
300586,"will i think i hate the fact that theyre so politicial nobody is saying this is best for the country nobody is saying their agenda is dominating, lack of openness",0,0
300589,bickering back and forth and how they treat some of their own party members//,0,1
300597,As far as selecting candidates it is frustrating as they try to outserve each other.  They don't listen to the majority of common people in the country.  They listen to much to the old white ment in the Republican,0,1
300600,don talk aboit issure / mor mudslingijg//,0,1
300601,,0,1
300603,"they eat their own.  they don't stand behind their candidates.  the in-fighting.  when republicans got control of the House and Senate in 2014, they hadn't done a damn thing to stop anything on Obama's agenda, such as Obamacare.  They have not stood up to the things that are against the political platform that Obama is shoving down their throats.  An example, a myriad of executive orders, including 2 that are very disturbing: when the attorney general said we could use drones to attack american citizens and the executive order on marital law.  Obama should have been tried for treason at that point and congress should have done something to get that going and they haven't done nothing.  the republicans have not stood up on gun control like they should have.  they have not supported their candidates//",0,1
300605,THEY HAVE ALOT OF TWO FACERS// THEY SAY ONE THING AND DO ANOTHER//,0,1
300609,,0,0
300611,,0,1
300612,,0,0
300614,THEY DONT DO WHAT THEY SAY THEY ARE GOING TO DO//,0,1
300617,,0,1
300621,,0,1
300628,i dont think they have outdated standards/ they dont need to modify// they are conservative//maybe too cobnservative,0,1
300632,,0,0
300633,THEIR INABILITY TO WORK TOGETHER INFIGHTING//,0,0
300636,,0,1
300637,,0,0
300638,positions on social issues//,0,1
300644,The same thing as the democratic party and certain issues if its not a republican issue they knock it down.\\,0,0
300656,,0,0
300657,"They are a bunch of hypocrits  That is why they are losing their vote.// There are a few that have stood up and I admire, but mostly that is why I am changing my voting from when I was 18.//There is one candidate that I have voted for for years and since they are for Trump they will no longer get my vote.//",0,0
300658,,0,1
300660,I think they can be sexist//old school//no,0,0
300663,there is not enought of hm can't gt enough black people to support them//,0,1
300674,the way they handle a lot of the policies//,0,0
300675,How closed off and conservative they are.,0,0
300677,,0,0
300680,,0,0
300687,,0,1
300693,More taxes//,0,0
300696,they are not standing together//to many long term politicians in dc,0,1
300699,,0,1
300702,they tend to focus on the one percent,0,0
300703,too willing to compromise at times,0,1
300704,"TED CRUZ; HOW STRICT THEY ARE WITH THEIR BELIEFS; THE WHOLE IDEA OF COMBINING CHURCH AND STATE, I DISAGREE WITH THE STANCE",0,0
300705,,0,1
300709,It's just for the millionaires and the rest of the people well they don't care about them.,0,0
300711,they want to raise the taxes for the middle class and lower it for the rich.  That just don't make sense to me.//,0,0
300717,DON'T LIKE THIER SOCIAL VIEWS,0,1
300721,,0,1
300723,,0,1
300726,,0,0
300727,were more for the people that have the most money instead of the lower income,0,0
300731,,0,0
300732,,0,0
300735,,0,1
300736,"They are liars, some are good Republications about have are good//",0,1
300739,lately how they have been represented in the debates//,0,0
300747,Don't like the few Republicans that switched parties maybe for a bribe.//,0,1
300750,"their stance on gay marriage & religious beliefs, or freedom of religion, or something like that\\df",0,1
300751,,0,0
300753,work together better,0,1
300757,,0,0
300759,,0,0
300766,,0,0
300768,,0,1
300769,,0,0
300770,cheap and legal foreign labor while americans are home willing and able to do the job. the transportaion industry has been my discipline all my life. they live on turnover to falsly tell the president they have no jobs. they get subsidies to hire employees to put drivers through school and that's the problem. there is no original freight anymore//,0,0
300774,,0,1
300775,"I dont like that Romney went off and started to do things on his own, they should stand together, including Bush , they're not being true republicans//",0,1
300779,DO NOT WANT TO HELP PEOPLE ALSO FOR THEMSELVES,0,0
300780,the support thagt they give to the candidatge has shown that are som ein that party thatg give me the feeling they dont support him for self interest and odont support him because of his vews//,0,1
300784,,0,0
300785,,0,1
300789,donald trump//,0,0
300792,NOT IN LIGN WITH ABORTION PROLIFE MARRIAGE POLICIES AND SOCIAL ISSUES EVERYTING THEY STAND FOR AND VIEWS ON GUN CONTROL//,0,0
300795,They don't handle the money too well//,0,0
300807,us or them mentality// no willing to compromise//,0,1
300808,paralyzed against Obama,0,1
300812,"TAXING EVERYONE THE SAME DEAL PRICE, THE MILLIONAIRES SHOUDL BE PAYING MORE TAXES AND STOP FINDING SO MANY LOOPHOLES THAT THEY DON'T HAVE TO PAY TAXES ON.\\ THEY FAVOR AS DOES ALL POLITICIANAS KEEPING MORE THAN 4 YEARS N OFFICE \\",0,0
300813,not staying together,0,1
300820,,0,1
300821,,0,0
300839,the hate they seem to generate.,0,0
300850,great oppositionists// no more,0,0
300855,their stance on social issues social security welfare/immigration,0,0
300859,,0,0
300864,,0,1
300869,That they have very much triedd to keep establishment people in offices and very opposed to a new way of looking at things politically overlooking their flawed system.//,0,1
300872,,0,0
300873,eat there own not loyal,0,1
300874,,0,0
300881,same way as the democatic party and the interrest//,0,0
300882,Their lack of compromise with the other parties.//Not wanting to work together for the people.//,0,1
300887,ALL TALK NO DO NO ACTION//,0,1
300890,Their organization.//,0,1
300893,,0,1
300895,Donald Trump,0,0
300900,,0,1
300906,,0,0
300910,SOME OF THEM THINK TOO CONSERVATIVELY//,0,1
300912,the bickering the name calling,0,1
300916,,0,0
300921,I do not think that Republican stars are aspiring to run for president//,0,0
300925,Their failure to match their rhetoric with action.,0,1
300928,"THEY QUIT TO EASY I GUESS, THEY DON'T STAND UP FOR ANYTHING",0,1
300930,,0,0
300937,probably some of the inqualities issues,0,1
300947,NOT STOOD UP FOR PARTY PLATFORM LET OBAMA DO WHAT EVEVR THEY WANT EVEN THOUGHT THEY CONTROL HOUSE AND SENATE,0,1
300956,They don't support their candidate at all times. // they're not unified. //,0,1
300963,"A lot of their vikews, believes//could sahy that it seems they want the rich to get richer and gthe poor to get poorer on my view//",0,0
300970,"Well ,,I'm disappointed in some of them cause they haven't stood up against Obama strong enough.//Naw",0,1
300977,inability to compromise//infighting//,0,1
300979,THEY TEND TO FAVOR THE WEALTH//,0,1
300982,isolationism //,0,1
300983,"It's not united. They don't, some of the big guys don't support their own candidate. Some their ideas are not different than the other party.//Also, I think they are not quite effective in getting people to vote for them.//",0,1
300991,they are too rigid//,0,1
300994,There not unified//,0,0
301000,Like less invoolvement when it comes to the economy. //,0,0
301007,"Well, no.",0,1
301010,That they must play poiltics their not running a business government is a business//,0,1
301011,I was not able to get a Pell Grant because of Reagan and the Republican party//,0,0
301014,,0,1
301018,,0,1
301023,dont like want certain people to be happy so more accepting of others should respect to others that are different,0,0
301024,,0,1
301033,I don't think they're very well organized or run at the top.,0,1
301043,having people with a lot of money that our out for their own interest,0,0
301045,Can't think of an example,0,0
301047,,0,1
301049,,0,1
301056,Their offerings for presedential candidate.//,0,0
301059,i dpn't ;like anyting about them right now. they arejust ike the democrats. they can't agree on anything//,0,0
301060,They selected Donald Trump.,0,0
301061,,0,1
301068,,0,0
301071,ALL OUT FOR THEMSELVE S NOT THE GENERAL PUBILC,0,1
301081,LACK OF FEELING FOR LITTLE PEOPLE//,0,0
301086,,0,1
301087,,0,0
301093,"They are bull headed and they are locked into doing tings right and the way we have set up oujr nation, the Congress and the Senate//Sometimes we need to get a little flexibility but these last 4 years have been no give or take whatsoever with the Democratic party all because of the lack, well they could not et them to follow the ways of making laws in the Obama administration and it has made it difficult for te Republicans to pull anything out of the Administration to work together",0,1
301094,"our speaker of the house and they republican party leader his abilaity to stand behind and back Trump, and that they have some dirty laundry following them from privious election cycles, and the fact that many of them in congress arenet standing behind trump because they know it exposes them just like James Comey the FBI director.//",0,1
301096,disorganization of the party,0,0
301100,(Laughs) Basically everything. I thought that was the questions we just answered.,0,1
301101,"They have the wrong leadership in congress both the house and senate, they are not listening to the conservatve base//the republican party needs new leadership//",0,1
301103,Lack of unity.//,0,1
301105,,0,1
301108,in general maybe thier public media approach/,0,1
301110,,0,1
301111,Pro life.//,0,0
301116,,0,1
301117,,0,0
301121,"Again this is impression but it seems like they are so quick to go to war and too much emphasis on guns, Guns, maybe not the right word. Yeah the first one.//",0,1
301122,Many of their social policies//,0,1
301125,SOME HAVE BEEN THERE WAY TO LONG,0,1
301131,,0,1
301134,,0,0
301141,"not sticking to theri parties core values, some of the representatives are not there when they need to be there to vote",0,1
301144,,0,1
301145,,0,1
301146,,0,0
301148,Feels the same way as I feel about the democrates./ He wants us to see the previous qx/ both parties think they are the cure to the problem but I have news for them. Not done it in 200 years. Even Washington had a budget that as in the red.,0,0
301149,,0,0
301155,,0,0
301156,,0,0
301158,I'm pretty sure they have their fair share of misdeeds.//,0,1
301162,they seem to be too much for corporate america and we already have too much of that going //,0,0
301164,they dont walk the talk,0,1
301166,Donald Trump and I'm dissapointed allowed such a candidate to become their representative//,0,1
301167,I do not like about the estance about the health care law//they are not able to get anithing done and stop the democratic party//,0,1
301169,,0,0
301171,disarray they created for themselves in this years election//,0,0
301173,They don't take care of poor people//,0,0
301176,,0,1
301185,"theyll step on the little people to get their way, theyre all big business corportate guys to make money or whatever",0,0
301189,They have a lot of corporate involvement and people with special agenda//,0,1
301190,Who they chose to run for president. //,0,1
301194,,0,0
301195,that they did not as a whole support trump when he won the primary/,0,1
301200,,0,0
301201,,0,1
301208,,0,1
301211,they are polarized//,0,1
301221,,0,0
301225,Their focus on the defense budget.//,0,0
301226,,0,1
301227,That it's been hijacked by globalist in the establishment and they are too many puppets of big donors and so are the democrats. Im not blowing the Republians horn these days.,0,1
301228,"i think the party is made up of peopl that think they are on top  of the world, Hitler like",0,0
301234,I don;t like the tea party//,0,0
301237,They nedd to try to get along better with the democrats with problem solving//,0,0
301238,their traditonla emphasis on maintaing and growing the military,0,0
301240,,0,0
301242,,0,0
301244,THEY HAVE EVOLVED INTO A SLIGHTLY LESS SOCIALISTIC PARTY.  THEY HAVE NO SPINE AND THEY NO LONGER LISTEN TO THEIR CONSTITUENTS OR THE  PEOPLE THAT THEY ARE SUPPOSED TO REPRESENT.  THAT GOES ON ALL LEVELS.//,0,1
301247,,0,0
301258,"agressive connection of religion to govt positions on societal issues, occasional favoritism towards upper income economic policies, their fans are failed macro economic models//",0,0
301259,,0,0
301262,tend to be a little less conservative which contributes to the national debt//,0,1
301264,"there is too much lobying, corruption and money laundering, some are multi-millionaires in short time//",0,1
301268,,0,0
301273,,0,0
301274,deviseness,0,1
301278,,0,0
301281,,0,1
301282,,0,0
301283,string away from roots of the party and conservatism and principles of the constitution,0,1
301285,I don't like that they don't stand behind the man the voters voted to be the candidate,0,1
301288,do not think they have the amerian public at forefornt lik they sould//,0,1
301294,"I don't think they, um, campaign wise got on board with social media and how young people see political arenas nowadays. //",0,1
301296,,0,0
301302,THE OTHER 25%  I DISAGREE WITH,0,1
301304,,0,0
301305,,0,1
301308,,0,1
301313,They chose Donald Trump for President//Tea Party within the Republicans are anti-tax//Don't support edcucation//,0,1
301314,ethics,0,1
301316,they are wimps//there are letting so many bad policy go through without challenge//don't stop anything from happening,0,1
301317,They don't do what they say theyre going to do. They don't have a backbone. //,0,1
301319,,0,0
301321,"they are all about the weathy and the poor people are no bodies,\\",0,0
301323,,0,1
301324,,0,1
301325,,0,0
301337,THE TEA PARTY PORTION,0,1
301338,,0,0
301342,,0,1
301344,"sometimes, like when Bush was in there, it seems like the Republicans are more for the rich people than the middle and low class, they like to raise the prices more //",0,1
301345,they dont work together,0,1
301351,,0,0
301353,They don't have a strong leadership.//,0,1
301354,they get to caught up in their own agendas,0,1
301357,They prevent progress when they could compromisee on certain issues//,0,1
301365,tend to be a little wishy-washy. they don't take advaqntage when they're ahead; they don't take advant3age.//,0,1
301366,They are not as conservative as I would be//,0,1
301367,Some people are too conservative.,0,1
301368,"That they have. Let me think for a second. I still think that they are not supportive within their own ticket. Too many career politicians within the republican party.//they fail to um. AW, thats probably it. Thats good.",0,1
301369,to long in office only two term my understanding not a full time job,0,1
301375,que no  quieren saber de los inmigrantes//,0,0
301376,they dont stand for each other//,0,1
301383,I think that they favored the big coporate people.//,0,0
301389,la forma en que nos tratan a los hispanos//,0,0
301391,,0,0
301404,paassage cave debt criss approve pobamas budgets dont suport donald trump//,0,1
301408,don't seem strong enough in there actions,0,1
301411,"I dont like that they dont pay into medicare, pay so much for meducare for nithing//",0,0
301416,narrow minded,0,0
301418,,0,0
301419,,0,1
301420,,0,0
301421,gun control//,0,0
301423,,0,0
301433,THEY DON'T TAKE A STRONG STAND// FOR THE REASON WE ELECTED THEM//,0,1
301439,,0,0
301440,foreign policy//,0,1
301442,,0,0
301446,can be extreme,0,1
301455,,0,1
301456,,0,1
301459,"I hate that they're fractured. I also dislike that they claim, parts of the Republican party claim they want to reduce government oersight, but are hypocritical when it comes to topics like women's reproductive rights.",0,0
301461,,0,0
301462,,0,1
301465,,0,1
301467,,0,0
301479,"inability to find a candidate that represents what they stand for, who is both interested and america not only himself and would be acceptable to all parts of the county, in my opinion there are many qualified and successful leaders who could fill the job as compared to Donald Trump//",0,1
301481,"racist, insecure in decisions//",0,0
301482,I dont like the fact that they have had control and could have been in control. Yet they havent and let Obama run amuck - like Obama care. He has spend trillions of dollars since he was in office. He has spent more than all the Presidents combined in the 8 years he has been in office.//,0,1
301483,,0,0
301488,,0,0
301489,Their inability to get anything done.//,0,1
301495,,0,1
301496,NO UNITY,0,1
301497,,0,0
301498,,0,1
301501,They have a discriminatory platform and discriminatory against minority groups.//I worry about the environment under a Republican controlled White House and Congress//,0,0
301514,their platfom is stuck in fifities and outdated,0,0
301522,"i dont like that they discriminate a lot, they do this to people of low income and middle income like me, people of color. // theyre also very authoritarian, they're like hitler.",0,0
301527,they are self centered and self serving,0,1
301528,"I don't like not supporting what the party stands for. They have gotten away from representing the people, what the values are supposed to stand for the republican party. I don't like what they did to Donald Trump. If he got in they should support him and help him//",0,1
301530,,0,0
301536,insuficient firm in supporting their belifs and philosofy//too many,0,1
301541,Donald Trump//,0,0
301551,They don't stick together//,0,1
301552,,0,1
301553,,0,0
301560,,0,0
301562,most of them are full of it//,0,0
301563,Corruption.  Waivering.,0,1
301566,,0,1
301567,they like to carve up the house and the senate and not pass any laws\\,0,0
301570,"PROCRASTINATING, TAKES TOO LONG TO GET THINGS DONE//",0,1
301572,The negative ads.//,0,0
301583,everything they want to do is always for the wealthy,0,0
301590,,0,1
301594,"I think the leaders tend to be demagouges and I think they act in very fearful ways//I do feel that, how should I say this that some Republicans but not all give the Republicans black eyes because there are some that give off bad impressions that they are racist or hateful to the general populice and that bothers me and that bothers me",0,1
301596,They don't staND STRONG.  tHEY CAN'T MAKE A DECISION. They don't support their candidate.,0,1
301598,,0,0
301601,,0,0
301603,"I feel like the Wall Street lobbyists are really with both parties, but it may be a little heavier with the Republican party. And, they might take too hard of a stance with certain issues. //",0,1
301605,there pro life stance\\,0,1
301607,,0,0
301610,"The party first attitude, instead of country first. Same as Democratic party. Party first. First we need to be with the people; not the country and corporations. Corporations are not for the people. //",0,1
301612,I think they push for guns too much.  When we have a Republican president we are almost guaranteed to go to war with someone.//,0,0
301618,Their inability to work with Democrats.//,0,1
301623,I seriously do not like the turn that the Republican Party has taken during this election and leading up to this election.//,0,0
301628,,0,0
301629,,0,0
301631,,0,0
301633,,0,0
301634,,0,0
301636,,0,1
301637,,0,0
301648,think that they are for the middle class at all,0,0
301650,I think they are putting religion to win their game some of them are really not smart like Cruize//,0,0
301655,,0,0
301656,name callers//they talk down to people//always arguing// too debateable//,0,0
301661,In most recent years I didnt like the Tea party holding the country hostage from legislative point of view they were road blocks that would not helep in compromisiing the two parties//,0,1
301663,I dont have any thing against Republican Party. I feel that some of the people that are elected. They forget what they eclected for and start preparing for the next election instead of taking care of business.//,0,0
301665,,0,1
301669,,0,0
301670,That they're not backing him. That they are pulling away from their own candidate. That they're disloyal to their own candidate. They should stand by their man.//,0,0
301672,Not supporting their primary-nominated President.  I don't like their continuing government in a business as usual way.  //,0,1
301679,,0,1
301686,WE PUT THEM IN THE HOUSE AND SENATE AND THEY STILL CAN'T GET THE JOB DONE//,0,0
301688,They always seem to be fighting against each other when there is a vote//,0,0
301691,"too conservative socially,",0,1
301692,overspending; and also too polarized. //,0,0
301694,,0,1
301695,,0,0
301702,,0,0
301706,Trump/ I think they've lost their values/,0,1
301707,,0,0
301709,"some are a little gready, it is said to be the money party but that is not always true//",0,1
301717,They can be one-sided and they don't look at both sides and they are not fair to all the people in this country//,0,0
301720,,0,0
301721,,0,1
301724,,0,0
301727,It's got a bad public relations. Unfavorable image amoungst non-republicans.//No,0,1
301734,,0,1
301741,too timid,0,1
301760,,0,0
301761,,0,1
301770,,0,1
301774,"prolife,//",0,1
301776,,0,1
301778,,0,0
301779,,0,0
301782,"I think all parties in general, they feel like they are priveleged. //",0,1
301784,,0,0
301787,,0,0
301795,the lack of unity//,0,1
301801,,0,0
301802,,0,0
301804,,0,0
301807,unity,0,1
301810,they don't seem to have a good candidate here lately\\,0,0
301811,,0,0
301831,I think this year has shown me thaty alot of them are like the Dem ocrats and that dissapoints me. that they are in it for themselves also.//The spending.. They are not true conservatives.,0,1
301838,,0,1
301839,,0,1
301843,They don't organize and follow through. //,0,1
301846,,0,0
301848,,0,0
301851,not a big fan of evangalical influlence on them//,0,1
301854,,0,1
301856,,0,0
301858,"a lot, thir view on health care, educaation, their answer is don't get sick when it comes to helath care, for education they say you don't needto continue it, and the entire presidential campaign their candidate is a joke\\",0,0
301860,they just can't accomplish what they stand for; the deficit is raised just as much with them as with the democrats\\,0,1
301862,,0,1
301863,Many are divided and wont stand by their party even though the people have decided and wont stand by the nominee,0,1
301865,,0,1
301873,Donald Trump,0,0
301875,,0,0
301879,,0,0
301881,,0,0
301890,,0,0
301891,It doesn't matter wether they agree with the democrats they treat it like it is a war between the 2 parties.,0,0
301894,"Here in Idaho, I think our educational system has sufffered immensely. I don't know where we are ranked but it's been a struggle to get our numbers tocome up. We have two technology in [REDACTED CITY NAME], Micron and HP and you know there has been discussion about whether or not our kids are educated enough to take jobs there.//",0,0
301896,"he way they're bullheaded. I think they approach things. Politics is a fickle beast and we treat it gingerly. But, just a little bull-headed, I think. //",0,1
301897,,0,1
301902,They aare corrupt and some are just there to make money and there should be a limit to their term in office//,0,1
301904,I feel that their a bit too socially conservative. They're too right wing.  I believe in women's right and gay rights and I feel they oppose them//,0,1
301909,,0,0
301914,if they don't win//stance on abortion is alittle off//,0,1
301918,,0,1
301921,SPEND TO MUCH,0,0
301925,"The same thing as with the Democratic Party, one is too far to the left, and the Republican Party is too far to the right. But where they want to get is the moderate middle, both parties. So they can work together.",0,0
301926,,0,0
301930,currently they are a lot of republicans saying that they will not vote for Donald Trump//,0,1
301932,SOME ARE VERY COLD TO YOU,0,0
301938,,0,1
301944,Seem to be for the rich//,0,0
301947,,0,0
301948,I dislike the fact they are not willing to bend on some issues that I think are very important. //,0,1
301950,,0,0
301953,how they were arguning ech other about trump instead of uniting behind trump,0,1
301955,They can't seem to get along with another for the benefits of society//,0,1
301958,dont like paul ryan,0,0
301967,Donald Trump//,0,0
301969,I dont like a lot of the entenched representatives that it has. You know what I mean. Aside from that i couldn't think of anything off hand.//,0,1
301970,,0,0
301974,,0,1
301980,They are more for the higher class--they ignore the lower class in my eyes.  I am in the lower class.,0,1
301981,as a whole they are not willing to compromise//,0,0
